# source: Mustafa Insel, 1990 PhD thesis, Figure 359
# source_location: printed page 358; PDF page 368
# source-only two-pass trace; no michell output used in extraction or reconciliation
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.410,0.4099999,1.2569053,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4099999,1.2578864,0.4099998,1.2559242,0.0000001,0.0019623,1178.422,944.000,1178.733,945.000
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.415,0.4150000,1.3111552,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4150000,1.3112638,0.4150000,1.3110466,0.0000000,0.0002172,1188.800,916.927,1189.100,917.086
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.420,0.4200001,1.3111826,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4200001,1.3103135,0.4200002,1.3120517,0.0000001,0.0017383,1199.178,917.409,1199.467,916.577
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.425,0.4250000,1.3095759,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4250002,1.3094184,0.4249998,1.3097334,0.0000004,0.0003150,1209.556,917.863,1209.833,917.751
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.430,0.4299999,1.3374862,0.0030000,0.0262737,2,two-pass source-only match; ordinate averaged,0.4299998,1.3637599,0.4300000,1.3112125,0.0000002,0.0525474,1219.933,890.301,1220.200,917.002
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.435,0.4350001,1.3704321,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4349999,1.3704022,0.4350002,1.3704621,0.0000002,0.0000599,1230.311,886.932,1230.567,886.998
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.440,0.4399999,1.3633639,0.0030000,0.0316617,2,two-pass source-only match; ordinate averaged,0.4400001,1.3950256,0.4399998,1.3317022,0.0000002,0.0633234,1240.689,874.443,1240.933,906.626
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.445,0.4450001,1.4013170,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4450002,1.4027070,0.4450000,1.3999269,0.0000002,0.0027801,1251.067,870.547,1251.300,872.077
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.450,0.4500000,1.4160204,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4499998,1.4257275,0.4500002,1.4063132,0.0000004,0.0194143,1261.444,858.871,1261.667,868.843
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.455,0.4549999,1.4261566,0.0030000,0.0270393,2,two-pass source-only match; ordinate averaged,0.4549999,1.4531960,0.4549998,1.3991173,0.0000001,0.0540787,1271.822,844.939,1272.033,872.487
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.460,0.4600000,1.4513123,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4600000,1.4599113,0.4600000,1.4427133,0.0000000,0.0171980,1282.200,841.533,1282.400,850.410
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.465,0.4650001,1.4494952,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4650001,1.4365852,0.4650002,1.4624052,0.0000001,0.0258200,1292.578,853.364,1292.767,840.438
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.470,0.4700000,1.4604688,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4700002,1.4589688,0.4699998,1.4619688,0.0000004,0.0030000,1302.956,842.011,1303.133,840.659
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.475,0.4749999,1.5026148,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4749998,1.5047161,0.4750000,1.5005134,0.0000002,0.0042027,1313.333,818.808,1313.500,821.140
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.480,0.4800001,1.5135575,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4799999,1.5124921,0.4800002,1.5146228,0.0000002,0.0021307,1323.711,814.864,1323.867,813.995
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.485,0.4849999,1.5236442,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4850001,1.5238801,0.4849998,1.5234084,0.0000002,0.0004718,1334.089,809.088,1334.233,809.546
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.490,0.4900001,1.5333040,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4900002,1.5383438,0.4900000,1.5282642,0.0000002,0.0100796,1344.467,801.752,1344.600,807.087
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.495,0.4950000,1.5457656,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4949998,1.5457492,0.4950002,1.5457820,0.0000004,0.0000328,1354.844,797.996,1354.967,798.216
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.500,0.4999999,1.5521956,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.4999999,1.5516424,0.4999998,1.5527488,0.0000001,0.0011065,1365.222,795.007,1365.333,794.688
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.505,0.5050000,1.4644829,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5050000,1.4634582,0.5050000,1.4655075,0.0000000,0.0020493,1375.600,839.734,1375.700,838.867
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.510,0.5100001,1.4807914,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5100001,1.5006151,0.5100002,1.4609676,0.0000001,0.0396475,1385.978,820.888,1386.067,841.166
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.515,0.5150000,1.4501789,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5150002,1.4497181,0.5149998,1.4506398,0.0000004,0.0009218,1396.356,846.703,1396.433,846.396
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.520,0.5199999,1.4393075,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5199998,1.4391522,0.5200000,1.4394629,0.0000002,0.0003107,1406.733,852.062,1406.800,852.056
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.525,0.5250001,1.4288841,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5249999,1.4290398,0.5250002,1.4287283,0.0000002,0.0003115,1417.111,857.191,1417.167,857.492
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.530,0.5299999,1.4234807,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5300001,1.4259385,0.5299998,1.4210229,0.0000002,0.0049156,1427.489,858.764,1427.533,861.394
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.535,0.5350001,1.4132562,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5350002,1.4138565,0.5350000,1.4126560,0.0000002,0.0012005,1437.867,864.892,1437.900,865.631
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.540,0.5400000,1.4039839,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5399998,1.4038604,0.5400002,1.4041074,0.0000004,0.0002470,1448.244,869.962,1448.267,869.960
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.545,0.5449999,1.3921304,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5449999,1.3917054,0.5449998,1.3925553,0.0000001,0.0008499,1458.622,876.127,1458.633,875.810
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.550,0.5500000,1.3918667,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5500000,1.3917784,0.5500000,1.3919550,0.0000000,0.0001766,1469.000,876.090,1469.000,876.114
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.555,0.5550001,1.3689473,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5550001,1.3702681,0.5550002,1.3676264,0.0000001,0.0026418,1479.378,887.000,1479.367,888.434
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.560,0.5600000,1.3683219,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5600002,1.3682275,0.5599998,1.3684163,0.0000004,0.0001887,1489.756,888.035,1489.733,888.034
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.565,0.5649999,1.3555810,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5649998,1.3556802,0.5650000,1.3554818,0.0000002,0.0001984,1500.133,894.399,1500.100,894.584
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.570,0.5700001,1.3451726,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5699999,1.3440024,0.5700002,1.3463428,0.0000002,0.0023404,1510.511,900.322,1510.467,899.212
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.575,0.5749999,1.3577581,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5750001,1.3432630,0.5749998,1.3722532,0.0000002,0.0289901,1520.889,900.697,1520.833,886.091
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.580,0.5800001,1.3576910,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5800002,1.3594065,0.5800000,1.3559755,0.0000002,0.0034310,1531.267,892.509,1531.200,894.334
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.585,0.5850000,1.3403613,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5849998,1.3463565,0.5850002,1.3343661,0.0000004,0.0119904,1541.644,899.128,1541.567,905.277
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.590,0.5899999,1.3272507,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5899999,1.3293454,0.5899998,1.3251560,0.0000001,0.0041894,1552.022,907.756,1551.933,909.941
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.595,0.5950000,1.3079320,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5950000,1.3131211,0.5950000,1.3027429,0.0000000,0.0103782,1562.400,915.985,1562.300,921.291
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.600,0.6000001,1.2925245,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6000001,1.2952603,0.6000002,1.2897887,0.0000001,0.0054715,1572.778,925.044,1572.667,927.851
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.605,0.6050000,1.2639169,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6050002,1.2649231,0.6049998,1.2629107,0.0000004,0.0020124,1583.156,940.431,1583.033,941.462
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.610,0.6099999,1.2601299,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6099998,1.2605501,0.6100000,1.2597097,0.0000002,0.0008404,1593.533,942.649,1593.400,943.083
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.615,0.6150001,1.2480423,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6149999,1.2484819,0.6150002,1.2476027,0.0000002,0.0008792,1603.911,948.770,1603.767,949.214
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.620,0.6199999,1.2369558,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6200001,1.2377642,0.6199998,1.2361473,0.0000002,0.0016169,1614.289,954.206,1614.133,955.015
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.625,0.6250001,1.2215856,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6250002,1.2226735,0.6250000,1.2204976,0.0000002,0.0021759,1624.667,961.860,1624.500,962.940
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.630,0.6300000,1.2092110,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6299998,1.2113880,0.6300002,1.2070340,0.0000004,0.0043540,1635.044,967.584,1634.867,969.758
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.635,0.6349999,1.1977275,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6349999,1.1994795,0.6349998,1.1959755,0.0000001,0.0035040,1645.422,973.624,1645.233,975.358
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.640,0.6400000,1.1568581,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6400000,1.1563860,0.6400000,1.1573302,0.0000000,0.0009441,1655.800,995.481,1655.600,994.928
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.645,0.6450001,1.1444724,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6450001,1.1441818,0.6450002,1.1447630,0.0000001,0.0005813,1666.178,1001.671,1665.967,1001.292
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.650,0.6500000,1.1240356,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6500002,1.1247003,0.6499998,1.1233709,0.0000004,0.0013295,1676.556,1011.552,1676.333,1012.125
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.655,0.6549999,1.1110219,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6549998,1.1124645,0.6550000,1.1095794,0.0000002,0.0028851,1686.933,1017.758,1686.700,1019.109
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.660,0.6600001,1.1017375,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6599999,1.1015871,0.6600002,1.1018878,0.0000002,0.0003007,1697.311,1023.275,1697.067,1023.004
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.665,0.6649999,1.0903604,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6650001,1.0899941,0.6649998,1.0907267,0.0000002,0.0007326,1707.689,1029.155,1707.433,1028.656
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.670,0.6700001,1.0598474,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6700002,1.0607256,0.6700000,1.0589692,0.0000002,0.0017564,1718.067,1044.000,1717.800,1044.738
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.675,0.6750000,1.0560041,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6749998,1.0576163,0.6750002,1.0543918,0.0000004,0.0032245,1728.444,1045.577,1728.167,1047.056
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.680,0.6799999,1.0468382,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6799999,1.0478352,0.6799998,1.0458412,0.0000001,0.0019939,1738.822,1050.538,1738.533,1051.386
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.685,0.6850000,1.0394179,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6850000,1.0394618,0.6850000,1.0393740,0.0000000,0.0000877,1749.200,1054.785,1748.900,1054.661
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.690,0.6900001,1.0135338,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6900001,0.9999842,0.6900002,1.0270833,0.0000001,0.0270991,1759.578,1074.808,1759.267,1060.885
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.695,0.6950000,1.0145734,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6950002,1.0150493,0.6949998,1.0140976,0.0000004,0.0009517,1769.956,1067.167,1769.633,1067.461
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.700,0.6999999,1.0045509,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6999998,1.0036179,0.7000000,1.0054838,0.0000002,0.0018659,1780.333,1072.965,1780.000,1071.823
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.705,0.7050001,0.9951061,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7049999,0.9931684,0.7050002,0.9970438,0.0000002,0.0038755,1790.711,1078.265,1790.367,1076.097
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.710,0.7099999,0.9932621,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7100001,0.9939669,0.7099998,0.9925573,0.0000002,0.0014096,1801.089,1077.860,1800.733,1078.369
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.715,0.7150001,0.9878218,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7150002,0.9838427,0.7150000,0.9918009,0.0000002,0.0079583,1811.467,1082.995,1811.100,1078.752
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.720,0.7200000,0.9569856,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7199998,0.9562303,0.7200002,0.9577409,0.0000004,0.0015106,1821.844,1097.000,1821.467,1096.000
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.725,0.7249999,0.9600215,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7249999,0.9602248,0.7249998,0.9598183,0.0000001,0.0004064,1832.222,1094.974,1831.833,1094.948
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.730,0.7300000,0.9551309,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7300000,0.9542587,0.7300000,0.9560032,0.0000000,0.0017445,1842.600,1098.000,1842.200,1096.880
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.735,0.7350001,0.9502183,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7350001,0.9511849,0.7350002,0.9492516,0.0000001,0.0019334,1852.978,1099.559,1852.567,1100.299
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.740,0.7400000,0.9455641,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7400002,0.9457985,0.7399998,0.9453298,0.0000004,0.0004687,1863.356,1102.291,1862.933,1102.285
359,358,368,0.2,C5,"round-bilge hull, L/B 11",dotted,lowest initial RBH branch; lowest broad-hump shoulder; only curve with high-Fn upturn,bottom RBH line through the broad hump; separated shallow trough and upturn at high Fn,0.745,0.7449999,0.9412271,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7449998,0.9414708,0.7450000,0.9409834,0.0000002,0.0004874,1873.733,1104.486,1873.300,1104.486
