# source: Mustafa Insel, 1990 PhD thesis, Figures 347--350
# source_location: printed pages 352--353; PDF pages 362--363
# principal-hump window only; source-only two-pass trace
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication
349,353,363,0.4,C5,"round-bilge hull, L/B 11",dotted,lowest smooth NPL crest,lowest broad shoulder,0.535,0.5350001,1.1693577,0.5349999,1.1691952,0.0000002,0.0001625,1937.817,1300.240,1937.883,1300.221,0.5350000,1.1692765,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C5,"round-bilge hull, L/B 11",dotted,lowest smooth NPL crest,lowest broad shoulder,0.540,0.5400000,1.1678889,0.5400002,1.1675753,0.0000002,0.0003136,1951.711,1301.237,1951.756,1301.318,0.5400001,1.1677321,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C5,"round-bilge hull, L/B 11",dotted,lowest smooth NPL crest,lowest broad shoulder,0.545,0.5450002,1.1671008,0.5450001,1.1670865,0.0000001,0.0000142,1965.606,1301.772,1965.628,1301.649,0.5450001,1.1670936,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
349,353,363,0.4,C5,"round-bilge hull, L/B 11",dotted,lowest smooth NPL crest,lowest broad shoulder,0.550,0.5500000,1.1615115,0.5500000,1.1620097,0.0000000,0.0004983,1979.500,1305.566,1979.500,1305.087,0.5500000,1.1617606,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.350,0.3499999,1.0584096,0.3500000,1.0054797,0.0000000,0.0529299,1423.722,3694.902,1424.611,3730.122,0.3499999,1.0319447,0.0030000,0.0264649,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.355,0.3550001,1.0094159,0.3549999,1.0089571,0.0000002,0.0004588,1437.617,3727.865,1438.483,3727.788,0.3550000,1.0091865,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.360,0.3600000,1.0226828,0.3600002,1.0153039,0.0000002,0.0073789,1451.511,3718.939,1452.356,3723.528,0.3600001,1.0189934,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.365,0.3650002,0.9601665,0.3650001,0.9624553,0.0000001,0.0022888,1465.406,3761.000,1466.228,3759.000,0.3650001,0.9613109,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.370,0.3700000,0.9304400,0.3700000,0.9356377,0.0000000,0.0051977,1479.300,3781.000,1480.100,3777.000,0.3700000,0.9330388,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.375,0.3749998,0.8629652,0.3749999,0.8704008,0.0000001,0.0074356,1493.194,3826.397,1493.972,3820.787,0.3749999,0.8666830,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.380,0.3800000,0.9898930,0.3799998,0.9967223,0.0000002,0.0068293,1507.089,3741.000,1507.844,3736.000,0.3799999,0.9933076,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.385,0.3849999,1.0805589,0.3850001,1.0816448,0.0000002,0.0010860,1520.983,3680.000,1521.717,3679.000,0.3850000,1.0811018,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.390,0.3900001,1.1639298,0.3900000,1.1647631,0.0000000,0.0008333,1534.878,3623.908,1535.589,3623.211,0.3900001,1.1643465,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.395,0.3949999,1.2604043,0.3950000,1.2544696,0.0000000,0.0059347,1548.772,3559.000,1549.461,3563.000,0.3949999,1.2574369,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.400,0.4000001,1.3570155,0.3999999,1.3572706,0.0000002,0.0002551,1562.667,3494.000,1563.333,3494.000,0.4000000,1.3571430,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.405,0.4050000,1.3600936,0.4050002,1.3603516,0.0000002,0.0002580,1576.561,3491.929,1577.206,3491.932,0.4050001,1.3602226,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.410,0.4100002,1.4419203,0.4100001,1.4433224,0.0000001,0.0014021,1590.456,3436.876,1591.078,3436.242,0.4100001,1.4426214,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.415,0.4150000,1.4444337,0.4150000,1.4220188,0.0000000,0.0224149,1604.350,3435.185,1604.950,3450.541,0.4150000,1.4332262,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.420,0.4199998,1.5026754,0.4199999,1.4585816,0.0000001,0.0440937,1618.244,3396.000,1618.822,3426.000,0.4199999,1.4806285,0.0030000,0.0220469,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.425,0.4250000,1.5219976,0.4249998,1.5226460,0.0000002,0.0006484,1632.139,3383.000,1632.694,3383.000,0.4249999,1.5223218,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.430,0.4299999,1.5176100,0.4300001,1.4779499,0.0000002,0.0396600,1646.033,3385.952,1646.567,3413.000,0.4300000,1.4977800,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.435,0.4350001,1.4357907,0.4350000,1.4258045,0.0000000,0.0099862,1659.928,3441.000,1660.439,3448.000,0.4350001,1.4307976,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.440,0.4399999,1.3837693,0.4400000,1.3351535,0.0000000,0.0486159,1673.822,3476.000,1674.311,3508.845,0.4399999,1.3594614,0.0030000,0.0243079,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.445,0.4450001,1.3139120,0.4449999,1.3185340,0.0000002,0.0046220,1687.717,3523.000,1688.183,3520.000,0.4450000,1.3162230,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.450,0.4500000,1.2478285,0.4500002,1.2465510,0.0000002,0.0012775,1701.611,3567.461,1702.056,3568.315,0.4500001,1.2471897,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.455,0.4550002,1.2470303,0.4550001,1.2462500,0.0000001,0.0007803,1715.506,3567.998,1715.928,3568.517,0.4550001,1.2466402,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.460,0.4600000,1.2478582,0.4600000,1.2471126,0.0000000,0.0007456,1729.400,3567.441,1729.800,3567.938,0.4600000,1.2474854,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.465,0.4649998,1.1975520,0.4649999,1.1962202,0.0000001,0.0013318,1743.294,3601.287,1743.672,3602.097,0.4649999,1.1968861,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.470,0.4700000,1.1918995,0.4699998,1.1887485,0.0000002,0.0031510,1757.189,3605.090,1757.544,3607.112,0.4699999,1.1903240,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.475,0.4749999,1.1831049,0.4750001,1.1829127,0.0000002,0.0001922,1771.083,3611.007,1771.417,3611.029,0.4750000,1.1830088,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.480,0.4800001,1.1774970,0.4800000,1.1769368,0.0000000,0.0005602,1784.978,3614.780,1785.289,3615.040,0.4800001,1.1772169,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.485,0.4849999,1.1689224,0.4850000,1.1695515,0.0000000,0.0006291,1798.872,3620.549,1799.161,3619.997,0.4849999,1.1692370,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.490,0.4900001,1.1594055,0.4899999,1.1145813,0.0000002,0.0448241,1812.767,3626.952,1813.033,3656.893,0.4900000,1.1369934,0.0030000,0.0224121,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.495,0.4950000,1.1120288,0.4950002,1.1098585,0.0000002,0.0021704,1826.661,3658.827,1826.906,3660.063,0.4950001,1.1109436,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.500,0.5000002,1.1682506,0.5000001,1.1658746,0.0000001,0.0023760,1840.556,3621.001,1840.778,3622.465,0.5000001,1.1670626,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.505,0.5050000,1.1615279,0.5050000,1.1118310,0.0000000,0.0496969,1854.450,3625.524,1854.650,3658.739,0.5050000,1.1366795,0.0030000,0.0248484,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.510,0.5099998,1.1119530,0.5099999,1.1114869,0.0000001,0.0004661,1868.344,3658.878,1868.522,3658.970,0.5099999,1.1117200,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.515,0.5150000,1.1080366,0.5149998,1.1081913,0.0000002,0.0001547,1882.239,3661.513,1882.394,3661.182,0.5149999,1.1081139,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.520,0.5199999,1.1103864,0.5200001,1.1087753,0.0000002,0.0016111,1896.133,3659.932,1896.267,3660.790,0.5200000,1.1095809,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.525,0.5250001,1.0836474,0.5250000,1.0569622,0.0000000,0.0266853,1910.028,3677.922,1910.139,3695.567,0.5250001,1.0703048,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.530,0.5299999,1.0757001,0.5300000,1.0753114,0.0000000,0.0003887,1923.922,3683.269,1924.011,3683.251,0.5299999,1.0755057,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.535,0.5350001,1.0686415,0.5349999,1.0682390,0.0000002,0.0004025,1937.817,3688.018,1937.883,3687.998,0.5350000,1.0684402,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.540,0.5400000,1.0622325,0.5400002,1.0520441,0.0000002,0.0101884,1951.711,3692.330,1951.756,3698.868,0.5400001,1.0571383,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.545,0.5450002,1.0493445,0.5450001,1.0491061,0.0000001,0.0002385,1965.606,3701.001,1965.628,3700.840,0.5450001,1.0492253,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C2,Wigley hull,solid,isolated highest crest near Fn 0.41,isolated upper crest,0.550,0.5500000,1.0477542,0.5500000,1.0471454,0.0000000,0.0006088,1979.500,3702.071,1979.500,3702.156,0.5500000,1.0474498,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.350,0.3499999,1.0039774,0.3500000,1.0037932,0.0000000,0.0001842,1423.722,3731.524,1424.611,3731.254,0.3499999,1.0038853,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.355,0.3550001,0.9766647,0.3549999,0.9692148,0.0000002,0.0074498,1437.617,3749.900,1438.483,3754.463,0.3550000,0.9729398,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.360,0.3600000,0.9274673,0.3600002,0.9266985,0.0000002,0.0007689,1451.511,3783.000,1452.356,3783.000,0.3600001,0.9270829,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.365,0.3650002,0.8917955,0.3650001,0.8939213,0.0000001,0.0021259,1465.406,3807.000,1466.228,3805.000,0.3650001,0.8928584,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.370,0.3700000,0.8238927,0.3700000,0.8492253,0.0000000,0.0253326,1479.300,3852.685,1480.100,3835.000,0.3700000,0.8365590,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.375,0.3749998,0.8485924,0.3749999,0.8507226,0.0000001,0.0021301,1493.194,3836.067,1493.972,3833.995,0.3749999,0.8496575,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.380,0.3800000,0.8589908,0.3799998,0.8553233,0.0000002,0.0036675,1507.089,3829.071,1507.844,3830.907,0.3799999,0.8571570,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.385,0.3849999,0.8806793,0.3850001,0.8794547,0.0000002,0.0012245,1520.983,3814.479,1521.717,3814.710,0.3850000,0.8800670,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.390,0.3900001,0.9148930,0.3900000,0.9151654,0.0000000,0.0002724,1534.878,3791.460,1535.589,3790.741,0.3900001,0.9150292,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.395,0.3949999,0.9390250,0.3950000,0.9367178,0.0000000,0.0023072,1548.772,3775.224,1549.461,3776.275,0.3949999,0.9378714,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.400,0.4000001,0.9126040,0.3999999,0.9475566,0.0000002,0.0349526,1562.667,3793.000,1563.333,3769.000,0.4000000,0.9300803,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.405,0.4050000,0.9854340,0.4050002,0.9788439,0.0000002,0.0065901,1576.561,3744.000,1577.206,3748.000,0.4050001,0.9821389,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.410,0.4100002,1.0166468,0.4100001,1.0101311,0.0000001,0.0065157,1590.456,3723.000,1591.078,3727.000,0.4100001,1.0133890,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.415,0.4150000,1.0552913,0.4150000,1.0429082,0.0000000,0.0123831,1604.350,3697.000,1604.950,3705.000,0.4150000,1.0490998,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.420,0.4199998,1.0156807,0.4199999,1.0712157,0.0000001,0.0555350,1618.244,3723.650,1618.822,3686.000,0.4199999,1.0434482,0.0030000,0.0277675,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.425,0.4250000,1.1190279,0.4249998,1.1025030,0.0000002,0.0165250,1632.139,3654.118,1632.694,3665.000,0.4249999,1.1107655,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.430,0.4299999,1.1340666,0.4300001,1.1263409,0.0000002,0.0077257,1646.033,3644.000,1646.567,3649.000,0.4300000,1.1302037,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.435,0.4350001,1.1663957,0.4350000,1.1174017,0.0000000,0.0489940,1659.928,3622.249,1660.439,3655.000,0.4350001,1.1418987,0.0030000,0.0244970,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.440,0.4399999,1.1838199,0.4400000,1.1807569,0.0000000,0.0030630,1673.822,3610.526,1674.311,3612.476,0.4399999,1.1822884,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.445,0.4450001,1.1879013,0.4449999,1.1878218,0.0000002,0.0000795,1687.717,3607.780,1688.183,3607.734,0.4450000,1.1878616,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.450,0.4500000,1.2144634,0.4500002,1.2144785,0.0000002,0.0000151,1701.611,3589.909,1702.056,3589.842,0.4500001,1.2144710,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.455,0.4550002,1.2089046,0.4550001,1.2087366,0.0000001,0.0001680,1715.506,3593.649,1715.928,3593.696,0.4550001,1.2088206,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.460,0.4600000,1.1800877,0.4600000,1.1802577,0.0000000,0.0001701,1729.400,3613.037,1729.800,3612.811,0.4600000,1.1801727,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.465,0.4649998,1.1975520,0.4649999,1.1962202,0.0000001,0.0013318,1743.294,3601.287,1743.672,3602.097,0.4649999,1.1968861,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.470,0.4700000,1.2335820,0.4699998,1.1887485,0.0000002,0.0448335,1757.189,3577.046,1757.544,3607.112,0.4699999,1.2111653,0.0030000,0.0224168,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.475,0.4749999,1.2218728,0.4750001,1.1838826,0.0000002,0.0379902,1771.083,3584.924,1771.417,3610.378,0.4750000,1.2028777,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.480,0.4800001,1.2119025,0.4800000,1.1781630,0.0000000,0.0337395,1784.978,3591.632,1785.289,3614.217,0.4800001,1.1950327,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.485,0.4849999,1.2013808,0.4850000,1.1716806,0.0000000,0.0297002,1798.872,3598.711,1799.161,3618.568,0.4849999,1.1865307,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.490,0.4900001,1.1863763,0.4899999,1.1644085,0.0000002,0.0219678,1812.767,3608.806,1813.033,3623.449,0.4900000,1.1753924,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.495,0.4950000,1.1736564,0.4950002,1.1704872,0.0000002,0.0031692,1826.661,3617.364,1826.906,3619.369,0.4950001,1.1720718,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.500,0.5000002,1.1682506,0.5000001,1.1675849,0.0000001,0.0006657,1840.556,3621.001,1840.778,3621.317,0.5000001,1.1679178,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.505,0.5050000,1.1615279,0.5050000,1.1610042,0.0000000,0.0005238,1854.450,3625.524,1854.650,3625.734,0.5050000,1.1612661,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.510,0.5099998,1.1563882,0.5099999,1.1558939,0.0000001,0.0004943,1868.344,3628.982,1868.522,3629.164,0.5099999,1.1561411,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.515,0.5150000,1.1518936,0.5149998,1.1517789,0.0000002,0.0001147,1882.239,3632.006,1882.394,3631.926,0.5149999,1.1518362,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.520,0.5199999,1.1489536,0.5200001,1.1488558,0.0000002,0.0000978,1896.133,3633.984,1896.267,3633.888,0.5200000,1.1489047,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.525,0.5250001,1.1483457,0.5250000,1.1479976,0.0000000,0.0003481,1910.028,3634.393,1910.139,3634.464,0.5250001,1.1481717,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.530,0.5299999,1.1473038,0.5300000,1.1472169,0.0000000,0.0000869,1923.922,3635.094,1924.011,3634.988,0.5299999,1.1472604,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.535,0.5350001,1.1461697,0.5349999,1.1442670,0.0000002,0.0019028,1937.817,3635.857,1937.883,3636.968,0.5350000,1.1452184,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.540,0.5400000,1.1401100,0.5400002,1.1399926,0.0000002,0.0001174,1951.711,3639.934,1951.756,3639.837,0.5400001,1.1400513,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C3,"round-bilge hull, L/B 7",long dashed,right-shifted low NPL crest,right-shifted lower crest,0.550,0.5500000,1.0998811,0.5500000,1.0525328,0.0000000,0.0473483,1979.500,3667.000,1979.500,3698.540,0.5500000,1.0762069,0.0030000,0.0236742,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C4,"round-bilge hull, L/B 9",dash-dot,middle NPL shoulder,middle NPL shoulder,0.350,0.3499999,1.0039774,0.3500000,1.0037932,0.0000000,0.0001842,1423.722,3731.524,1424.611,3731.254,0.3499999,1.0038853,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C4,"round-bilge hull, L/B 9",dash-dot,middle NPL shoulder,middle NPL shoulder,0.355,0.3550001,1.0094159,0.3549999,1.0079455,0.0000002,0.0014704,1437.617,3727.865,1438.483,3728.467,0.3550000,1.0086807,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C4,"round-bilge hull, L/B 9",dash-dot,middle NPL shoulder,middle NPL shoulder,0.360,0.3600000,0.9601665,0.3600002,0.9907628,0.0000002,0.0305963,1451.511,3761.000,1452.356,3740.000,0.3600001,0.9754646,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
350,353,363,0.5,C4,"round-bilge hull, L/B 9",dash-dot,middle NPL shoulder,middle NPL shoulder,0.365,0.3650002,0.9393579,0.3650001,0.9415971,0.0000001,0.0022392,1465.406,3775.000,1466.228,3773.000,0.3650001,0.9404775,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
